rang,repo,url,etoiles,forks,cree,pousse,langage,tier,score,axes,topics,description
107,ilyeshounat/Ferrailly,https://github.com/ilyeshounat/Ferrailly,0,0,2026-09-05,2026-09-05,,S,18,REBAR,,Ferailly is the best open source program for rebar design in civil engineering 
108,billwinkb-crypto/GPR-COMSOL-19mm-Rebar-45mm-Cover-temw,https://github.com/billwinkb-crypto/GPR-COMSOL-19mm-Rebar-45mm-Cover-temw,0,0,2026-09-05,2026-09-05,,S,18,REBAR,,COMSOL Multiphysics model for GPR simulation of a 19 mm diameter reinforcing steel bar embedded in concrete with 45 mm cover. The concrete specimen is 300 × 150 mm. The model investigates the electromagnetic response of 
109,DrakesCraft-Labs/Rebar-Drake,https://github.com/DrakesCraft-Labs/Rebar-Drake,0,0,2026-08-02,2026-09-04,Kotlin,S,18,REBAR,,A modern mod-like framework for Paper
110,adithyans0603-alt/REBARWORKS,https://github.com/adithyans0603-alt/REBARWORKS,0,0,2026-09-04,2026-09-04,,S,18,REBAR,,"Bar Bending Schedule calculator. 245 KB, offline-first, IndexedDB storage, zero dependencies. Single self-contained    ▎ HTML file for civil/structural engineers."
111,Kshizo/bridge-defect-annotator,https://github.com/Kshizo/bridge-defect-annotator,0,0,2026-09-04,2026-09-04,Python,S,18,REBAR,,"Segment concrete bridge-inspection photos into crack, spalling and exposed-rebar masks. OpenCV detectors plus an optional trained YOLOv8-seg, driven from a notebook."
112,rebarxd/rebarxd,https://github.com/rebarxd/rebarxd,0,0,2025-09-08,2026-09-04,,S,18,REBAR,,Personal Repo
113,rameshlatthe321-dotcom/Rebartech_Engineering,https://github.com/rameshlatthe321-dotcom/Rebartech_Engineering,0,0,2026-09-04,2026-09-04,,S,18,REBAR,,
114,rameshlatthe321-dotcom/rebartech-engineering,https://github.com/rameshlatthe321-dotcom/rebartech-engineering,0,0,2026-09-04,2026-09-04,,S,18,REBAR,,RebarTech Engineering Product Website
115,robertoroseteg-cloud/rebargentina,https://github.com/robertoroseteg-cloud/rebargentina,0,0,2026-07-06,2026-09-03,Python,S,18,REBAR,,
116,pranshugupta19-cell/du-rebar-production,https://github.com/pranshugupta19-cell/du-rebar-production,0,0,2026-06-13,2026-09-03,HTML,S,18,REBAR,,
117,woghks756824-wq/kds-rebar-db-viewer,https://github.com/woghks756824-wq/kds-rebar-db-viewer,0,0,2026-09-03,2026-09-03,HTML,S,18,REBAR,,KDS 철근 기준 DB 뷰어 — 조건분류/부재 양방향 트리 + 조항 상호참조 하이퍼링크
118,Clu0D/RebarsCount,https://github.com/Clu0D/RebarsCount,0,0,2026-04-03,2026-09-02,Kotlin,S,18,REBAR,,
119,m-okada419/rebar-checklist,https://github.com/m-okada419/rebar-checklist,0,0,2026-09-02,2026-09-02,HTML,S,18,REBAR,,
120,slepher/rebar3_reltree,https://github.com/slepher/rebar3_reltree,0,0,2026-08-10,2026-09-02,Erlang,S,18,REBAR,,rebar3_reltree
121,slepher/rebar3_docker_ci,https://github.com/slepher/rebar3_docker_ci,0,0,2026-07-31,2026-09-02,Erlang,S,18,REBAR,,erlang docker ci intergration plugin for rebar3
122,anthony80188/pyrevit-structural-toolkit,https://github.com/anthony80188/pyrevit-structural-toolkit,0,0,2026-06-06,2026-09-01,Python,S,18,REBAR,bim bimaec ironpytho pyrevit revit revitrevit-api,"pyRevit extension adding a custom Revit ribbon of 150+ structural engineering productivity tools - pile & pad renumbering, rebar scheduling to BS8666, grid/level dimensioning, sheet and view management, and model QA. Iro"
123,sponsarerebar001/rebar,https://github.com/sponsarerebar001/rebar,0,0,2026-08-31,2026-09-01,JavaScript,S,18,REBAR,,
124,Lapnito/wall-scanner-metal-detector,https://github.com/Lapnito/wall-scanner-metal-detector,0,0,2026-04-30,2026-09-01,,S,18,REBAR,android-app emf-detector flutter ios-app iphone-app lapnito magnetometer metal-d,"Wall Scanner & Metal Detector — iPhone and Android app that uses the built-in magnetometer to find iron studs, steel pipes, rebar behind drywall. Real microtesla readout, figure-8 calibration, EMF mode. No ads, fully off"
125,actions-marketplace-validations/erlef_rebar3-dependency-submission,https://github.com/actions-marketplace-validations/erlef_rebar3-dependency-submission,0,0,2026-04-07,2026-08-30,Erlang,S,18,REBAR,,
126,civilsite2025/RebarBBS,https://github.com/civilsite2025/RebarBBS,0,0,2026-08-30,2026-08-30,HTML,S,18,REBAR,civil-engineering site,To calculate cutting length of bar as per Indian Standard
127,vidit0123/An-AI-Enabled-Framework-for-Structural-Integrity-Analysis-and-Risk-Aware-Infrastructure-Assessment,https://github.com/vidit0123/An-AI-Enabled-Framework-for-Structural-Integrity-Analysis-and-Risk-Aware-Infrastructure-Assessment,0,0,2026-08-30,2026-08-30,Jupyter Notebook,S,18,REBAR,,"AI-powered framework for structural defect detection and risk assessment using YOLOv8, image processing, VQA, and LLMs. Detects cracks, rebar exposure, and concrete spalling, estimates severity, and generates interactive"
128,karytalks1/rebaropt,https://github.com/karytalks1/rebaropt,0,0,2026-08-30,2026-08-30,Python,S,18,REBAR,,
129,navapbc/homebrew-rebar,https://github.com/navapbc/homebrew-rebar,0,0,2026-06-09,2026-08-30,Ruby,S,18,REBAR,,Homebrew tap for rebar (nava-rebar)
130,naveenmsccs003/rebar-feet-and-inch-calculater,https://github.com/naveenmsccs003/rebar-feet-and-inch-calculater,0,0,2026-08-30,2026-08-30,JavaScript,S,18,REBAR,,rebar related feet and inch calculater
131,philMorel/a320m-dgs-usb10g,https://github.com/philMorel/a320m-dgs-usb10g,0,0,2026-09-03,2026-09-03,C,S,18,MOD PLAT,a320m-dgs asrock ryzen smn uefi usb-3-2-gen2 usb3 vermeer,UEFI runtime patch for ASRock A320M-DGS that unlocks CPU-native USB 3.2 Gen2 10Gbps on Ryzen 5000 without modifying or flashing the BIOS.
132,exabit-io/resize-amdgpu-bars,https://github.com/exabit-io/resize-amdgpu-bars,1,0,2026-09-03,2026-09-05,Shell,S,18,REBAR,,Resizable BAR for AMD GPUs behind PCIe switches
133,RodBurlamaqui/Intel-ARC-Rebar,https://github.com/RodBurlamaqui/Intel-ARC-Rebar,1,1,2026-09-05,2026-09-05,Shell,S,18,REBAR,alchemist battlemage debian initramfs intel-arc linux-gpu pcie rebar resizable-b,"Resizable BAR for Intel Arc GPUs on firmware without ReBAR support — boot-time fix + diagnostics, no firmware mod (Debian .deb)"
134,ahmetenesay/VolcanStorage,https://github.com/ahmetenesay/VolcanStorage,1,0,2026-09-16,2026-09-16,C++,S,18,REBAR,,"High-performance, cross-platform asynchronous GPU asset streaming and decompression library for Vulkan 1.1–1.4. Open-source DirectStorage alternative with GDeflate compute shaders, Timeline Semaphores, UMA/ReBAR zero-cop"
135,Emvo10/b580-rebar-linux,https://github.com/Emvo10/b580-rebar-linux,1,0,2026-09-05,2026-09-11,Shell,S,18,REBAR,,Intel Arc B580 16 GB ReBAR workaround for Linux/Bazzite on older systems.
136,tolga-ileri/Rebar-Takeoff,https://github.com/tolga-ileri/Rebar-Takeoff,1,0,2026-09-09,2026-09-09,Python,S,18,REBAR,cad civil-engineering construction dwg dxf openpyxl python quantity-takeoff reba,Desktop tool for approximate rebar quantity takeoff from DWG/DXF structural drawings.
137,iCxin/ribbed-floor-design-system,https://github.com/iCxin/ribbed-floor-design-system,1,0,2026-09-06,2026-09-06,C++,S,18,REBAR,,Hydraulic ribbed-floor slab auxiliary design system - embedded C++17 kernel (FEM + code-driven rebar optimization) with local web console. 水工钢筋混凝土肋形楼盖辅助设计系统
138,Geramy/linux-pcie-rebar-multigpu,https://github.com/Geramy/linux-pcie-rebar-multigpu,2,0,2026-08-09,2026-08-09,,S,18,REBAR,,Linux kernel patches: Resizable BAR for multiple large-BAR GPUs sharing a PCIe switch (verified on 8x AMD R9700 @ 32GB)
139,pylonmc/pylonmc.github.io,https://github.com/pylonmc/pylonmc.github.io,2,0,2025-04-16,2026-09-06,HTML,S,18,REBAR,,"Documentation for Rebar & Pylon. This repository only hosts the website - to make changes, see `pylonmc/docs`"
140,spotcircuit/rebar,https://github.com/spotcircuit/rebar,3,0,2026-04-17,2026-09-15,Python,S,18,REBAR,,"Rebar — structural memory framework for Claude Code. 23 slash commands, self-learn loop, evaluator quality gate, wiki integration."
141,roschank/reBART,https://github.com/roschank/reBART,4,0,2026-08-18,2026-08-18,C,S,18,REBAR,,Resizable BAR support for Intel 8 series chipset (Haswell/Lynx Point) motherboards
142,navapbc/rebar,https://github.com/navapbc/rebar,4,1,2026-06-08,2026-09-17,Python,S,18,REBAR,,"Rebar can block work until an AI plan review passes, require signed completion verification before close, and reconcile its event-sourced ticket record with Jira across CLI, Python, and MCP. GitHub is a read-only mirror."
143,fulanii/rebar-backend,https://github.com/fulanii/rebar-backend,4,0,2026-08-30,2026-09-03,Python,S,18,REBAR,,A production-ready Django REST Framework backend for your saas using AI tools.
144,pylonmc/parallel-dev-repo,https://github.com/pylonmc/parallel-dev-repo,7,2,2025-03-14,2026-09-06,,S,18,REBAR,,Pylon/Rebar's master project
145,HanmineKa/OEMCustomBIOS,https://github.com/HanmineKa/OEMCustomBIOS,8,0,2025-12-14,2026-07-06,,S,18,MOD PLAT,acer asus clevo dell gigabyte lenovo msi,"basically, bios mod"
146,pylonmc/docs,https://github.com/pylonmc/docs,10,3,2025-04-16,2026-09-06,,S,18,REBAR,,Documentation for Pylon & Rebar
147,pylonmc/rebar,https://github.com/pylonmc/rebar,51,20,2025-01-16,2026-09-16,Kotlin,S,18,REBAR,,A modern mod-like framework for Paper
148,dslsdzc/rev-skills,https://github.com/dslsdzc/rev-skills,60,8,2026-08-17,2026-09-15,JavaScript,S,18,AN CN,ai-agents claude-code ctf disassembly firmware-analysis malware-analysis mobile-,122 个逆向工程 AI 技能（可发布、跨平台）：恶意软件分析 / 软件逆向 / 固件嵌入式 / 协议逆向 / 移动应用 / 脱壳反混淆 / 软件破解 / 漏洞挖掘 / 托管代码 / 取证情报 / CTF。
149,xCuri0/ReBarUEFI,https://github.com/xCuri0/ReBarUEFI,2366,113,2022-07-12,2025-12-01,C,S,18,REBAR TOOL,dxe-driver edk2 efi uefi,Resizable BAR for (almost) any UEFI system
150,Lauk1z/AsusBiosDiyStudio,https://github.com/Lauk1z/AsusBiosDiyStudio,1,0,2026-08-10,2026-08-10,,S,17,PLAT TOOL,,华硕 AMI Aptio BIOS 视觉资源编辑器，支持 UI 图片、启动 Logo 与 AMITSE 主题色 DIY
151,Thafundraiser007/EXE-to-MSI-GPO-Deployment,https://github.com/Thafundraiser007/EXE-to-MSI-GPO-Deployment,1,0,2026-08-17,2026-08-17,,S,17,PLAT TOOL,active-directory advancedinstaller domain enterprise-architecture exe gpo msi or,"Windows Server lab demonstrating centralized software deployment through Active Directory Group Policy, including native MSI deployment and EXE-to-MSI repackaging with Advanced Installer."
152,KaioFerreira1/jingsha-x99s-d4-plus-memory-timings-unlock,https://github.com/KaioFerreira1/jingsha-x99s-d4-plus-memory-timings-unlock,2,0,2026-05-21,2026-05-21,PowerShell,S,17,MOD TOOL,ami-bios aptio bios-mod c220 ddr4 fpt intelrcsetup jingsha jingsha-x99s-d4-plus ,BIOS-region-only mod for JINGSHA X99S-D4-PLUS unlocking IntelRCSetup memory timings menu.
153,Ghost-White-Guy/Bios-Aspire-5742G-unlock,https://github.com/Ghost-White-Guy/Bios-Aspire-5742G-unlock,2,0,2026-05-20,2026-05-28,,S,17,MOD TOOL,acer acer-aspire-5742g bios bios-mod bios-modification bios-unlock boot-logo ch3,Оригинальный и разблокированный BIOS для Acer Aspire 5742G с инструкцией и программами для личной прошивки.   |   Original and unlocked BIOS for Acer Aspire 5742G with instructions and programs for personal firmware.
154,setyabagus/InsydeH20-BIOS-Unlocks-Power-Limit,https://github.com/setyabagus/InsydeH20-BIOS-Unlocks-Power-Limit,5,0,2025-07-06,2025-07-06,,S,17,MOD TOOL,,
155,mati7337/insydeh2o-advanced,https://github.com/mati7337/insydeh2o-advanced,7,1,2025-01-19,2025-01-19,Python,S,17,MOD TOOL,,Patch to unlock the advanced menu in InsydeH2O BIOS setup + tool for reading passwords from BIOS dumps
156,cloudskytian/VBSKiller,https://github.com/cloudskytian/VBSKiller,10,3,2026-01-04,2026-01-05,DenizenScript,S,17,AN SETUP,,This is a simple UEFI application designed to disable Virtualization-Based Security (VBS) by setting the VbsPolicyDisabled UEFI variable before Windows boots. It is specifically intended for users who want to use WSL2 or
157,erlef/rebar3_sbom,https://github.com/erlef/rebar3_sbom,12,13,2019-11-19,2026-09-14,Erlang,S,17,AN REBAR,cyclonedx rebar3 rebar3-plugin sbom security-wg,Rebar3 plugin to generate CycloneDX SBoM
158,NekomimiRouter/yahallo,https://github.com/NekomimiRouter/yahallo,99,7,2020-10-21,2021-06-11,C,S,17,MOD SETUP,,Tegra 3 and Tegra 4 TrustZone UEFI variable services handler exploit and Secure Boot unlock tool
159,BrendanJamesLynskey/NVIDIA_GPU_14_PCIe_and_GPUDirect,https://github.com/BrendanJamesLynskey/NVIDIA_GPU_14_PCIe_and_GPUDirect,0,0,2026-04-25,2026-05-10,HTML,S,16,REBAR,,"PCIe topology and GPU connectivity — generations 3-6, Resizable BAR, IOMMU, ACS, NUMA pinning, GPUDirect P2P/RDMA/Storage. Interactive PCIe topology lint."
160,jeffersonjazzs/BIOS,https://github.com/jeffersonjazzs/BIOS,0,0,2023-03-23,2023-04-10,,S,16,SETUP TOOL,,BIOS AFUWUIN AMIBCP 
161,stevereaver/mbp41-nv50-backlight,https://github.com/stevereaver/mbp41-nv50-backlight,0,0,2026-09-16,2026-09-17,C,S,16,AN VBIOS,,"Backlight driver and VBIOS extraction tool for EFI-booted NVIDIA MacBook Pro 4,1 (8600M GT)"
162,asus-gpu-tweak-iii-rog-strix/.github,https://github.com/asus-gpu-tweak-iii-rog-strix/.github,0,0,2026-05-05,2026-05-05,,S,16,PLAT VBIOS,,ASUS GPU Tweak III centralizes ASUS GPU Tweak III ROG Strix profiles with ASUS GPU Tweak III quiet performance modes toggles; ASUS GPU Tweak III VBIOS update flow wizards remind about power loss risks; ASUS GPU Tweak III
163,AndrusK/RX580-2048SP-BIOS-Patcher,https://github.com/AndrusK/RX580-2048SP-BIOS-Patcher,0,0,2025-01-07,2025-01-07,Python,S,16,PLAT VBIOS,,"A quick python script to change mentions of RX580 in the VBIOS to RX570, created this for a hackintosh. You will have to run this through PolarisBiosEditor to have a valid checksum"
164,sudo-apt-install-Steven/Hackintosh,https://github.com/sudo-apt-install-Steven/Hackintosh,0,0,2026-03-14,2026-03-14,,S,16,MOD PLAT,,"hackintosh xeon E5 2650 V4, rx580 2048SP Duex (bios mod rx470 asus) 16x1gb ram ddr4 reg ecc SOYO SY-X99-D4V8 P4 H55"
165,yj2da/ifriend-guide-counting,https://github.com/yj2da/ifriend-guide-counting,0,0,2026-09-17,2026-09-17,JavaScript,S,16,SETUP,,
166,IFRCGo/ifrc-per-data-fetcher,https://github.com/IFRCGo/ifrc-per-data-fetcher,0,0,2025-03-07,2026-09-17,JavaScript,S,16,SETUP,,
167,bor414/gaap-to-global-reporter,https://github.com/bor414/gaap-to-global-reporter,0,0,2026-05-24,2026-09-17,HTML,S,16,SETUP,accounting claude-plugin financial-services financial-statements ifrs ind-as sta,"Best Free Financial Reporting Automation Plugin 2026 - Instant Ind AS, IFRS Setup"
168,Gabriel-Liu-acct/ifrs13-crypto-fair-value-model,https://github.com/Gabriel-Liu-acct/ifrs13-crypto-fair-value-model,0,0,2026-06-18,2026-09-17,,S,16,SETUP,,"Level 3 valuation technical guide under IFRS 13 for digital assets bound by smart contract restrictions (lock-ups, staking, and conditional vesting). This framework derives precise liquidity discounts to guide auditors a"
169,darwin99jr/iframe,https://github.com/darwin99jr/iframe,0,0,2026-09-17,2026-09-17,,S,16,SETUP,,ppc iframe website
170,willzmkv/Algoritmos-ADS,https://github.com/willzmkv/Algoritmos-ADS,0,0,2026-03-23,2026-09-17,C,S,16,SETUP,,Implementações de algoritmos e estruturas de dados desenvolvidas durante o curso de Análise e Desenvolvimento de Sistemas no IFRS - Campus Veranópolis.
171,sword21tessocean/Ifree-Skype-Recorder-Full-Version,https://github.com/sword21tessocean/Ifree-Skype-Recorder-Full-Version,0,0,2026-09-11,2026-09-17,,S,16,SETUP,ifree-skype-recorder-free ifree-skype-recorder-windows mp3-recording record-skyp,iFree Skype Recorder is a free full-version VoIP recording tool for Windows that lets you effortlessly record Skype conversations in MP3 format. Enjoy an intuitive interface and quick access to your recording history. Do
172,beck-gunfighter/Ifree-Skype-Recorder,https://github.com/beck-gunfighter/Ifree-Skype-Recorder,0,0,2026-09-13,2026-09-17,,S,16,SETUP,audio-player download-ifree-skype-recorder home-communication ifree-skype-record,Download iFree Skype Recorder — a VoIP communication tool for Windows with free download. Record Skype conversations in MP3 format and access your recordings easily with a user-friendly interface. Safe free download.
173,Yuri-Fernando/IFRS17_Risk,https://github.com/Yuri-Fernando/IFRS17_Risk,0,0,2026-04-09,2026-09-16,Jupyter Notebook,S,16,SETUP,actuarial-science finance monte-carlo python risk-management,"Motor de cálculo de Risk Adjustment (IFRS 17) combinando projeção de fluxos, Simulação Monte Carlo e validação estatística em Python."
174,xinaids/bd2-lavourasrs,https://github.com/xinaids/bd2-lavourasrs,0,0,2026-08-21,2026-09-16,Python,S,16,SETUP,metabase,"Dashboard de BI com Metabase para análise da produção agrícola do Rio Grande do Sul (soja, milho, trigo e arroz) — dados IBGE/SIDRA. Trabalho de Banco de Dados 2, IFRS Ibirubá."
175,ErmesonBiel/Pentagon---IFRN,https://github.com/ErmesonBiel/Pentagon---IFRN,0,0,2026-09-16,2026-09-16,,S,16,SETUP,,
176,haphuongnguyen110902-cell/ifrs-pipeline,https://github.com/haphuongnguyen110902-cell/ifrs-pipeline,0,0,2026-08-21,2026-09-16,Python,S,16,SETUP,,
177,clearsmog/creditlab,https://github.com/clearsmog/creditlab,0,0,2026-07-13,2026-09-16,Python,S,16,SETUP,,"Corporate credit risk platform: EDGAR panel, PD scorecard/ML/Merton, portfolio risk, IFRS 9 ECL, Streamlit dashboard"
178,MatheusPadilha97/escalonamento_processos_SO,https://github.com/MatheusPadilha97/escalonamento_processos_SO,0,0,2026-09-16,2026-09-16,Python,S,16,SETUP,,Repositório referente ao trabalho da disciplina de Sistemas Operacionais 2026/2 IFRS - Campus Restinga do aluno Matheus Alves Padilha.
179,aiagent-cues/tr-series-listed-intel,https://github.com/aiagent-cues/tr-series-listed-intel,0,0,2026-09-04,2026-09-16,,S,16,SETUP,,TRシリーズ（トヨタ自動車 / 7203）を中核としたLLM Wiki型知識DB。AI開発・ESG・IFRS・管理会計・生産管理・SCMの訓練用コンテンツを、統合報告・IR・HP・組織・人事・ニュースから集約。GitHub Actions付き。16人体制。
180,sophiiesm/projeto_IFROnews-,https://github.com/sophiiesm/projeto_IFROnews-,0,0,2026-09-16,2026-09-16,,S,16,SETUP,,
181,THANK-YOU-FOR-YOUR-ORDER-GFVASE54/repo-69ifrej7,https://github.com/THANK-YOU-FOR-YOUR-ORDER-GFVASE54/repo-69ifrej7,0,0,2026-09-16,2026-09-16,,S,16,SETUP,,
182,THANK-YOU-FOR-YOUR-ORDER-wsejk/repo-ifracy94,https://github.com/THANK-YOU-FOR-YOUR-ORDER-wsejk/repo-ifracy94,0,0,2026-09-16,2026-09-16,,S,16,SETUP,,
183,CharlieWinters/miro-iframe-cookie-lab,https://github.com/CharlieWinters/miro-iframe-cookie-lab,0,0,2026-09-16,2026-09-16,JavaScript,S,16,SETUP,,"Miro Web SDK lab: third-party cookie, storage partition and frame-ancestors behaviour inside a board iframe, with a popup postMessage auth handshake"
184,cauaaraujodasilvaaraujo-crypto/RecuperaIFRN,https://github.com/cauaaraujodasilvaaraujo-crypto/RecuperaIFRN,0,0,2026-09-11,2026-09-16,JavaScript,S,16,SETUP,,projeto integrador
185,adamjabenn-prog/ifrsconnect-public,https://github.com/adamjabenn-prog/ifrsconnect-public,0,0,2026-03-20,2026-09-16,HTML,S,16,SETUP,aasb16 accounting audit calculator excel finance ifrs16 lease-accounting lease-l,"IFRS 16 lease accounting calculator for lease liability, ROU asset, journals, CPI remeasurement and Excel export."
186,api-evangelist/rightrev,https://github.com/api-evangelist/rightrev,0,0,2026-08-01,2026-09-16,,S,16,SETUP,accounting apis-json asc-606 billing company finance ifrs-15 revenue revenue-rec,"Rightrev — independent third-party profile of a public API surface, by API Evangelist. RightRev is an AI-powered revenue recognition platform that automates ASC 606 and IFRS 15 compliant accounting for subscription, usag"
